scientific_name,park_name,observations
Vulpia octoflora,Yosemite National Park,120
Allium obtusum var. conspicuum,Yosemite National Park,119
Orthotrichum strangulatum,Yosemite National Park,147
Mitella diphylla,Yosemite National Park,157
Polygonum polygaloides ssp. kelloggii,Yosemite National Park,164
Drosera anglica,Yosemite National Park,134
Phalaropus tricolor,Yosemite National Park,133
Geranium sibiricum,Yosemite National Park,115
Scirpus cernuus,Yosemite National Park,141
Dicranum viride,Yosemite National Park,115
Elymus sierrae,Yosemite National Park,145
Ictalurus punctatus,Yosemite National Park,120
Vaccinium myrtillus var. oreophilum,Yosemite National Park,134
Pteridium aquilinum var. pubescens,Yosemite National Park,169
Ilex verticillata,Yosemite National Park,123
Anastrophyllum saxicola,Yosemite National Park,168
Juncus uncialis,Yosemite National Park,145
Egretta thula,Yosemite National Park,168
Ammannia coccinea,Yosemite National Park,159
Physocarpus capitatus,Yosemite National Park,156
Megascops asio,Yosemite National Park,377
Gymnostomum aeruginosum,Yosemite National Park,172
Cryptantha nubigena,Yosemite National Park,145
Zanthoxylum americanum,Yosemite National Park,168
Aphanorrhegma serratum,Yosemite National Park,151
Cryptantha flaccida,Yosemite National Park,121
Limnodromus scolopaceus,Yosemite National Park,421
Symphoricarpos rotundifolius var. rotundifolius,Yosemite National Park,121
Agoseris grandiflora,Yosemite National Park,181
Oxalis corniculata,Yosemite National Park,153
Pinus strobus,Yosemite National Park,203
Thryothorus ludovicianus,Yosemite National Park,383
Sasa palmata,Yosemite National Park,150
Potentilla drummondii ssp. bruceae,Yosemite National Park,133
Agrostis variabilis,Yosemite National Park,199
Conopholis americana,Yosemite National Park,155
Lepisosteus osseus,Yosemite National Park,137
Ruellia caroliniensis ssp. caroliniensis var. caroliniensis,Yosemite National Park,159
Oxytropis parryi,Yosemite National Park,132
Festuca brachyphylla ssp. breviculmis,Yosemite National Park,167
Stellaria crispa,Yosemite National Park,140
Coluber constrictor constrictor,Yosemite National Park,123
Asclepias californica,Yosemite National Park,133
Eragrostis mexicana ssp. virescens,Yosemite National Park,156
Gayophytum decipiens,Yosemite National Park,138
Vaccaria hispanica,Yosemite National Park,192
Ranunculus occidentalis,Yosemite National Park,135
Lupinus adsurgens,Yosemite National Park,178
Chamaecrista fasciculata var. fasciculata,Yosemite National Park,137
Pseudacris brachyphona,Yosemite National Park,140
Perisoreus canadensis,Yosemite National Park,165
Bromus catharticus,Yosemite National Park,152
Coreopsis auriculata,Yosemite National Park,140
Trifolium obtusiflorum,Yosemite National Park,125
Pinus palustris,Yosemite National Park,126
Carex radiata,Yosemite National Park,151
Scirpus atrovirens,Yosemite National Park,155
Paspalum pubiflorum var. glabrum,Yosemite National Park,145
Spiranthes porrifolia,Yosemite National Park,173
Dirca palustris,Yosemite National Park,154
Kalmia polifolia,Yosemite National Park,143
Myioborus pictus,Yosemite National Park,146
Lipocarpha micrantha,Yosemite National Park,222
Ipomopsis aggregata var. aggregata,Yosemite National Park,136
Sphagnum quinquefarium,Yosemite National Park,121
Doellingeria infirma,Yosemite National Park,166
Pteridium aquilinum var. pseudocaudatum,Yosemite National Park,156
Monotropa uniflora,Yosemite National Park,129
Kerria japonica,Yosemite National Park,174
Paspalum floridanum,Yosemite National Park,166
Cerastium nutans var. nutans,Yosemite National Park,157
Penstemon speciosus,Yosemite National Park,130
Juncus mertensianus,Yosemite National Park,165
Malus pumila,Yosemite National Park,104
Penstemon montanus var. montanus,Yosemite National Park,132
Uvularia puberula,Yosemite National Park,124
Calycanthus occidentalis,Yosemite National Park,170
Lemna gibba,Yosemite National Park,160
Scirpus expansus,Yosemite National Park,144
Medicago polymorpha,Yosemite National Park,125
Eragrostis hypnoides,Yosemite National Park,163
Salix wolfii var. idahoensis,Yosemite National Park,150
Nuphar lutea ssp. polysepala,Yosemite National Park,171
Recurvirostra americana,Yosemite National Park,130
Eumops perotis,Yosemite National Park,172
Notropis rubellus,Yosemite National Park,151
Juncus drummondii,Yosemite National Park,175
Nemacladus capillaris,Yosemite National Park,180
Rosa palustris,Yosemite National Park,163
Viola orbiculata,Yosemite National Park,170
Typha latifolia,Yosemite National Park,150
Tringa melanoleuca,Yosemite National Park,163
Scolopax minor,Yosemite National Park,167
Salix eastwoodiae,Yosemite National Park,172
Lophocolea muricata,Yosemite National Park,189
Capsella bursa-pastoris,Yosemite National Park,139
Potentilla gracilis var. flabelliformis,Yosemite National Park,150
Salix reticulata ssp. nivalis,Yosemite National Park,136
Artemisia nova,Yosemite National Park,155
Salix X pendulina,Yosemite National Park,160
Trisetum spicatum,Yosemite National Park,162
Sorghum bicolor,Yosemite National Park,193
Salix rotundifolia var. dodgeana,Yosemite National Park,131
Lolium temulentum,Yosemite National Park,149
Homomallium adnatum,Yosemite National Park,179
Erigeron caespitosus,Yosemite National Park,141
Carex lenticularis var. lipocarpa,Yosemite National Park,156
Desmodium paniculatum var. paniculatum,Yosemite National Park,130
Lonicera interrupta,Yosemite National Park,146
Entodon sullivantii,Yosemite National Park,165
Pluchea camphorata,Yosemite National Park,183
Calamagrostis cinnoides,Yosemite National Park,113
Thelia hirtella,Yosemite National Park,141
Nocomis micropogon,Yosemite National Park,170
Silene bridgesii,Yosemite National Park,168
Geum macrophyllum,Yosemite National Park,119
Epilobium lactiflorum,Yosemite National Park,113
Ranunculus inamoenus var. inamoenus,Yosemite National Park,155
Solidago canadensis var. scabra,Yosemite National Park,141
Saxifraga nidifica,Yosemite National Park,153
Listera smallii,Yosemite National Park,147
Subularia aquatica,Yosemite National Park,165
Schedonnardus paniculatus,Yosemite National Park,140
Vulpia octoflora,Yosemite National Park,124
Linaria vulgaris,Yosemite National Park,133
Verbena simplex,Yosemite National Park,143
Ranunculus sceleratus var. multifidus,Yosemite National Park,148
Phrynosoma hernandesi,Yosemite National Park,153
Coeloglossum viride var. virescens,Yosemite National Park,152
Phacelia ramosissima var. ramosissima,Yosemite National Park,149
Amblystegium varium,Yosemite National Park,152
Platanthera dilatata var. dilatata,Yosemite National Park,129
Plantago pusilla,Yosemite National Park,172
Pogonatum pensilvanicum,Yosemite National Park,154
Poa leptocoma,Yosemite National Park,178
Spilogale gracilis,Yosemite National Park,113
Bryhnia novae-angliae,Yosemite National Park,170
Rosa multiflora,Yosemite National Park,157
Equisetum arvense,Yosemite National Park,117
Eptesicus fuscus,Yosemite National Park,124
Aneides lugubris,Yosemite National Park,153
Paspalum boscianum,Yosemite National Park,139
Rudbeckia fulgida,Yosemite National Park,138
Physcomitrium pyriforme,Yosemite National Park,144
Potamogeton diversifolius,Yosemite National Park,119
Fothergilla major,Yosemite National Park,141
Prunus virginiana var. demissa,Yosemite National Park,171
Packera aurea,Yosemite National Park,173
Polytrichum juniperinum,Yosemite National Park,138
Calypogeja neesiana,Yosemite National Park,159
Thlaspi arvense,Yosemite National Park,134
Symphyotrichum patens var. patens,Yosemite National Park,161
Chorizanthe membranacea,Yosemite National Park,182
Erythronium americanum,Yosemite National Park,128
Micropterus dolomieu,Yosemite National Park,117
Troglodytes aedon,Yosemite National Park,134
Botrychium lanceolatum var. angustisegmentum,Yosemite National Park,148
Carex lasiocarpa,Yosemite National Park,136
Aythya marila,Yosemite National Park,149
Buteo platypterus,Yosemite National Park,366
Solanum carolinense,Yosemite National Park,129
Philadelphus inodorus var. grandiflorus,Yosemite National Park,145
Oxalis grandis,Yosemite National Park,146
Notropis photogenis,Yosemite National Park,126
Potentilla wheeleri,Yosemite National Park,117
Mimulus guttatus,Yosemite National Park,148
Cosmos bipinnatus,Yosemite National Park,147
Bromus arenarius,Yosemite National Park,149
Hygrohypnum closteri,Yosemite National Park,132
Rumex pulcher,Yosemite National Park,161
Lycopus americanus,Yosemite National Park,158
Castilleja applegatei,Yosemite National Park,206
Cacalia muhlenbergii,Yosemite National Park,160
Calidris minutilla,Yosemite National Park,511
Neckera complanata,Yosemite National Park,174
Clematis terniflora,Yosemite National Park,154
Carex flaccosperma,Yosemite National Park,165
Tyto alba,Yosemite National Park,143
Botrychium minganense,Yosemite National Park,126
Pheucticus melanocephalus,Yosemite National Park,164
Juniperus scopulorum,Yosemite National Park,162
Bromus inermis,Yosemite National Park,148
Lechea racemulosa,Yosemite National Park,119
Cheilanthes gracillima,Yosemite National Park,167
Dicranella varia,Yosemite National Park,141
Anastrophyllum helleranum,Yosemite National Park,160
Salvia lyrata,Yosemite National Park,147
Ivesia lycopodioides ssp. lycopodioides,Yosemite National Park,157
Sphaeromeria cana,Yosemite National Park,169
Oenothera speciosa,Yosemite National Park,184
Plagiobothrys scouleri var. hispidulus,Yosemite National Park,138
Oreoscoptes montanus,Yosemite National Park,318
Phacelia cicutaria var. cicutaria,Yosemite National Park,165
Gilia leptalea ssp. bicolor,Yosemite National Park,160
Carex straminiformis,Yosemite National Park,115
Saxifraga californica,Yosemite National Park,117
Juncus tiehmii,Yosemite National Park,170
Chrysothamnus viscidiflorus var. viscidiflorus,Yosemite National Park,152
Scrophularia californica ssp. floribunda,Yosemite National Park,166
Platanthera leucostachys,Yosemite National Park,139
Crataegus flabellata,Yosemite National Park,147
Deschampsia danthonioides,Yosemite National Park,186
Carex atlantica ssp. atlantica,Yosemite National Park,172
Triticum aestivum,Yosemite National Park,133
Arceuthobium californicum,Yosemite National Park,154
Staphylea bolanderi,Yosemite National Park,158
Fissidens bushii,Yosemite National Park,162
Lepidium virginicum,Yosemite National Park,166
Phlox amplifolia,Yosemite National Park,159
Hackelia floribunda,Yosemite National Park,157
Entodon cladorrhizans,Yosemite National Park,135
Lemna valdiviana,Yosemite National Park,152
Sciurus niger,Yosemite National Park,130
Chorispora tenella,Yosemite National Park,134
Gayophytum racemosum,Yosemite National Park,138
Phyllanthus caroliniensis,Yosemite National Park,139
Aureolaria pectinata,Yosemite National Park,156
Tilia americana var. heterophylla,Yosemite National Park,155
Homo sapiens,Yosemite National Park,138
Ruellia strepens,Yosemite National Park,128
Veronica persica,Yosemite National Park,147
Hieracium gracile,Yosemite National Park,146
Sternotherus minor peltifer,Yosemite National Park,161
Schoenoplectus purshianus,Yosemite National Park,147
Setaria viridis,Yosemite National Park,170
Diadophis punctatus edwardsii,Yosemite National Park,170
Streptopus lanceolatus var. lanceolatus,Yosemite National Park,184
Neckera pennata,Yosemite National Park,132
Quercus imbricaria,Yosemite National Park,166
Cunila origanoides,Yosemite National Park,151
Delphinium depauperatum,Yosemite National Park,132
Plethodon oconaluftee,Yosemite National Park,127
Miscanthus sinensis,Yosemite National Park,133
Murdannia keisak,Yosemite National Park,174
Elymus glaucus,Yosemite National Park,149
Tringa incana,Yosemite National Park,157
Vermivora peregrina,Yosemite National Park,279
Polygonum punctatum,Yosemite National Park,175
Sphagnum girgensohnii,Yosemite National Park,116
Euphorbia corollata,Yosemite National Park,121
Trifolium repens,Yosemite National Park,162
Scleria oligantha,Yosemite National Park,151
Quercus chrysolepis,Yosemite National Park,148
Silphium asteriscus var. laevicaule,Yosemite National Park,155
Claytonia rubra ssp. rubra,Yosemite National Park,135
Puccinellia distans,Yosemite National Park,113
Etheostoma gutselli,Yosemite National Park,102
Lathyrus latifolius,Yosemite National Park,165
Polygonatum biflorum,Yosemite National Park,172
Claytonia virginica var. acutiflora,Yosemite National Park,172
Spizella pusilla,Yosemite National Park,148
Carex heteroneura var. heteroneura,Yosemite National Park,185
Lipocarpha occidentalis,Yosemite National Park,142
Alopecurus aequalis,Yosemite National Park,154
Scirpus lineatus,Yosemite National Park,128
Silene antirrhina,Yosemite National Park,140
Rhododendron X bakeri,Yosemite National Park,181
Lemna gibba,Yosemite National Park,189
Euphorbia cyparissias,Yosemite National Park,158
Myotis thysanodes,Yosemite National Park,116
Lepidium sativum,Yosemite National Park,109
Monroa squarrosa,Yosemite National Park,130
Aegilops cylindrica,Yosemite National Park,149
Castilleja miniata ssp. miniata,Yosemite National Park,117
Rhus aromatica,Yosemite National Park,116
Catharus guttatus,Yosemite National Park,109
Solidago altissima,Yosemite National Park,139
Forsythia viridissima,Yosemite National Park,143
Thaspium trifoliatum var. trifoliatum,Yosemite National Park,127
Draba incerta,Yosemite National Park,105
Carex aestivalis,Yosemite National Park,189
Lutra canadensis,Yosemite National Park,193
Machaeranthera canescens var. canescens,Yosemite National Park,131
Geum aleppicum,Yosemite National Park,119
Leucopoa kingii,Yosemite National Park,154
Pinus jeffreyi,Yosemite National Park,136
Sterna paradisaea,Yosemite National Park,416
Erigeron speciosus,Yosemite National Park,155
Erysimum asperum,Yosemite National Park,112
Salix sericea,Yosemite National Park,171
Packera pseudaurea,Yosemite National Park,170
Carex retroflexa,Yosemite National Park,140
Arabis hirsuta var. pycnocarpa,Yosemite National Park,203
Arenaria interpres,Yosemite National Park,249
Carduus pycnocephalus,Yosemite National Park,138
Digitaria ciliaris,Yosemite National Park,155
Orobanche fasciculata,Yosemite National Park,142
Dichanthelium scoparium,Yosemite National Park,171
Nicotiana attenuata,Yosemite National Park,171
Salix lasiandra var. caudata,Yosemite National Park,160
Carex whitneyi,Yosemite National Park,124
Botaurus lentiginosus,Yosemite National Park,288
Setophaga castanea,Yosemite National Park,248
Lomatium dissectum var. multifidum,Yosemite National Park,123
Stercorarius parasiticus,Yosemite National Park,340
Penstemon heterophyllus var. purdyi,Yosemite National Park,140
